208.699, 129.494, 8.333, 17.744 False
208.421, 129.494, 8.333, 17.777 False
208.144, 129.494, 8.333, 17.810 False
207.866, 129.494, 8.333, 17.843 False
207.588, 129.494, 8.333, 17.876 False
207.310, 129.494, 8.333, 17.909 False
207.033, 129.494, 8.333, 17.942 False
206.755, 129.494, 8.333, 17.975 False
206.477, 129.493, 8.333, 18.008 False
206.199, 129.493, 8.333, 18.041 False
205.921, 129.493, 8.333, 18.074 False
205.644, 129.493, 8.333, 18.107 False
205.366, 129.492, 8.333, 18.140 False
205.088, 129.492, 8.333, 18.173 False
204.810, 129.492, 8.333, 18.206 False
204.533, 129.492, 8.333, 18.239 False
204.255, 129.491, 8.333, 18.272 False
203.977, 129.491, 8.333, 18.305 False
203.699, 129.491, 8.333, 18.338 False
203.421, 129.491, 8.333, 18.371 False
203.144, 129.490, 8.333, 18.404 False
202.866, 129.490, 8.333, 18.437 False
202.588, 129.490, 8.333, 18.470 False
202.310, 129.490, 8.333, 18.503 False
202.033, 129.490, 8.333, 18.536 False
201.755, 129.489, 8.333, 18.569 False
201.477, 129.489, 8.333, 18.602 False
201.199, 129.489, 8.333, 18.635 False
200.922, 129.489, 8.333, 18.668 False
200.644, 129.489, 8.333, 18.701 False
200.366, 129.488, 8.333, 18.734 False
200.088, 129.488, 8.333, 18.767 False
199.810, 129.488, 8.333, 18.800 False
199.533, 129.488, 8.333, 18.833 False
199.255, 129.489, 8.333, 18.866 False
198.977, 129.489, 8.333, 18.899 False
198.699, 129.489, 8.333, 18.932 False
198.422, 129.489, 8.333, 18.965 False
198.144, 129.489, 8.333, 18.998 False
197.866, 129.489, 8.333, 19.031 False
197.588, 129.489, 8.333, 19.064 False
197.310, 129.489, 8.333, 19.097 False
197.033, 129.489, 8.333, 19.130 False
196.755, 129.489, 8.333, 19.163 False
196.477, 129.489, 8.333, 19.196 False
196.199, 129.490, 8.333, 19.229 False
195.922, 129.490, 8.333, 19.262 False
195.644, 129.490, 8.333, 19.295 False
195.366, 129.490, 8.333, 19.328 False
195.088, 129.490, 8.333, 19.361 False
194.811, 129.490, 8.333, 19.394 False
194.533, 129.490, 8.333, 19.427 False
194.255, 129.490, 8.333, 19.460 False
193.977, 129.490, 8.333, 19.493 False
193.699, 129.490, 8.333, 19.526 False
193.422, 129.490, 8.333, 19.559 False
193.144, 129.490, 8.333, 19.592 False
192.866, 129.490, 8.333, 19.625 False
192.588, 129.490, 8.333, 19.658 False
192.311, 129.490, 8.333, 19.691 False
192.033, 129.490, 8.333, 19.724 False
191.755, 129.490, 8.333, 19.757 False
191.477, 129.490, 8.333, 19.790 False
191.199, 129.491, 8.333, 19.823 False
190.922, 129.491, 8.333, 19.856 False
190.644, 129.491, 8.333, 19.889 False
190.366, 129.491, 8.333, 19.922 False
190.088, 129.491, 8.333, 19.955 False
189.811, 129.491, 8.333, 19.988 False
189.533, 129.491, 8.333, 20.021 False
189.255, 129.491, 8.333, 20.054 False
188.977, 129.491, 8.333, 20.087 False
188.699, 129.491, 8.333, 20.120 False
188.422, 129.491, 8.333, 20.153 False
188.144, 129.490, 8.333, 20.186 False
187.866, 129.490, 8.333, 20.219 False
187.588, 129.490, 8.333, 20.252 False
187.311, 129.490, 8.333, 20.285 False
187.033, 129.489, 8.333, 20.318 False
186.755, 129.489, 8.333, 20.351 False
186.477, 129.489, 8.333, 20.384 False
186.200, 129.489, 8.333, 20.417 False
185.922, 129.489, 8.333, 20.450 False
185.644, 129.489, 8.333, 20.483 False
185.366, 129.488, 8.333, 20.516 False
185.088, 129.488, 8.333, 20.549 False
184.811, 129.488, 8.333, 20.582 False
184.533, 129.488, 8.333, 20.615 False
184.255, 129.488, 8.333, 20.648 False
183.977, 129.488, 8.333, 20.681 False
183.700, 129.488, 8.333, 20.714 False
183.422, 129.489, 8.333, 20.747 False
183.144, 129.489, 8.333, 20.780 False
182.866, 129.489, 8.333, 20.813 False
182.588, 129.489, 8.333, 20.846 False
182.311, 129.489, 8.333, 20.879 False
182.033, 129.488, 8.333, 20.912 False
181.755, 129.488, 8.333, 20.945 False
181.477, 129.488, 8.333, 20.978 False
181.200, 129.488, 8.333, 21.011 False
180.922, 129.488, 8.333, 21.044 False
180.644, 129.488, 8.333, 21.077 False
180.366, 129.488, 8.333, 21.110 False
180.089, 129.488, 8.333, 21.143 False
179.811, 129.488, 8.333, 21.176 False
179.533, 129.487, 8.333, 21.209 False
179.255, 129.487, 8.333, 21.242 False
178.977, 129.487, 8.333, 21.275 False
178.700, 129.487, 8.333, 21.308 False
178.422, 129.487, 8.333, 21.341 False
178.144, 129.487, 8.333, 21.374 False
177.866, 129.487, 8.333, 21.407 False
177.589, 129.487, 8.333, 21.440 False
177.311, 129.487, 8.333, 21.473 False
177.033, 129.487, 8.333, 21.506 False
176.755, 129.487, 8.333, 21.539 False
176.477, 129.487, 8.333, 21.572 False
176.200, 129.487, 8.333, 21.605 False
175.922, 129.487, 8.333, 21.638 False
175.644, 129.487, 8.333, 21.671 False
175.366, 129.487, 8.333, 21.704 False
175.089, 129.487, 8.333, 21.737 False
174.811, 129.487, 8.333, 21.770 False
174.533, 129.487, 8.333, 21.803 False
174.255, 129.487, 8.333, 21.836 False
173.977, 129.487, 8.333, 21.869 False
173.700, 129.487, 8.333, 21.902 False
173.422, 129.487, 8.333, 21.935 False
